25,2024-02-02,Bilgoraj,U,4.0,RZ8554N,0,110,mieszany
25,2024-02-02,Bilgoraj,A,2.0,RZ8554N,0,110,transport_wlasny
25,2024-02-02,Janow Lubelski,E,6.0,RZ8554N,0,111,transport_wlasny
25,2024-02-02,Janow Lubelski,D,6.0,RZ8554N,0,111,transport_wlasny
26,2024-02-02,Lezajsk,L,18.0,RZ8367R,0,50,transport_wlasny
SPE_25435243,2024-02-02,Bilgoraj,U,1.0,Raben,318.181112,110.0,mieszany
SPE_68297449,2024-02-02,Kielce,Top-gres,1.0,Raben,167.708064,168.0,spedycja
SPE_64009446,2024-02-02,Zamosc,M,1.0,Raben,167.708064,170.0,spedycja
SPE_55656211,2024-02-02,Warszawa,Romax,4.0,Raben,773.699128,318.0,spedycja
