SPE_59403967,2024-01-07,Bilgoraj,U,1.0,Raben,318.181112,110.0,mieszany
SPE_86672388,2024-01-07,Kielce,Top-gres,1.0,Raben,167.708064,168.0,spedycja
SPE_43876159,2024-01-07,Zamosc,M,1.0,Raben,167.708064,170.0,spedycja
SPE_76636491,2024-01-07,Warszawa,Romax,4.0,Raben,773.699128,318.0,spedycja
